album_id,album_name,artist_id,artist_name,is_famous_artist,genre_name,album_price,album_copies_available,price_band,inventory_band
324,"Ocean Voices (Tales)",134,"Cassandra Meza",0,Electronic,8.45,226,Medium,Medium
325,"Frost Waves (Blueprint)",135,"Cassidy Mccormick",0,Classical,14.67,366,Premium,Medium
326,"Blazing Lights (Anthology)",136,"Catherine Meyers",0,Pop,16.69,443,Premium,Medium
327,"Fading Souls (Vol. I)",137,"Cathy Edwards",0,Rock,8.13,494,Medium,Medium
328,"Ocean Roses (Memoirs)",138,"Cesar Morris",0,Pop,19.53,410,Premium,Medium
329,"Moonlit Whispers (Vol. I)",139,"Chad Moses",0,"Hip Hop",19.00,318,Premium,Medium
330,"Shattered Paths (Reprise)",140,"Charlene Reyes",0,Country,9.85,325,Medium,Medium
331,"Obsidian Temples (Anthology)",141,"Charles Marshall",0,Jazz,6.28,408,Low,Medium
332,"Velvet Voices (Edition)",142,"Chelsea Powers",0,"Hip Hop",16.30,496,Premium,Medium
333,"Neon Desire (Vol. II)",143,"Cheryl Santiago",0,Electronic,16.18,497,Premium,Medium
334,"Wild Serenade (Saga)",144,"Chloe Hunter",0,Classical,15.72,435,Premium,Medium
335,"Ashen Souls (Soundtrack)",145,"Christian Decker",0,Classical,13.94,423,Medium,Medium
336,"Crimson Souls (Sessions)",146,"Christian Young",0,Jazz,15.42,290,Premium,Medium
337,"Echo Dreams (Blueprint)",147,"Christina Hawkins MD",0,K-pop,17.85,412,Premium,Medium
338,"Burning Tides (Vol. I)",148,"Christina West",0,Electronic,19.12,241,Premium,Medium
339,"Obsidian Echoes (Soundtrack)",149,"Christine Carroll",0,"Hip Hop",11.30,489,Medium,Medium
340,"Radiant Temples (Diaries)",150,"Christine Farmer",0,Jazz,14.20,413,Premium,Medium
341,"Radiant Desire (Edition)",151,"Christine Pierce",0,Jazz,10.80,265,Medium,Medium
342,"Sapphire Shadows (Vol. II)",152,"Christine Ramsey",0,Classical,17.30,489,Premium,Medium
343,"Neon Temples (Archives)",153,"Christine Thompson",0,K-pop,11.02,444,Medium,Medium
344,"Lunar Voices (Saga)",154,"Christopher Harmon",0,Pop,9.88,309,Medium,Medium
345,"Sacred Paths (Verse)",155,"Christopher Jenkins",0,Electronic,18.87,208,Premium,Medium
346,"Electric Echoes (Soundtrack)",156,"Christopher Mack",0,Pop,6.63,194,Low,Low
347,"Sapphire Tides (Diaries)",157,"Christopher Mitchell",0,Pop,7.44,378,Low,Medium
348,"Midnight Dreams (Vol. II)",158,"Christopher Olson",0,Country,11.10,231,Medium,Medium
349,"Obsidian Rooms",159,"Christopher Reyes Jr.",0,Classical,18.35,508,Premium,High
350,"Paper Voices (Blueprint)",160,"Christopher Rogers",0,Jazz,7.00,464,Low,Medium
351,"Sapphire Confessions (Tales)",161,"Christopher Russo",0,"Hip Hop",9.75,242,Medium,Medium
352,"Storm Souls (Saga)",162,"Christopher Zhang",0,Blues,9.93,219,Medium,Medium
353,"Distant Rhythms (Anthology)",163,"Cody Murray",0,Jazz,6.03,332,Low,Medium
354,"Radiant Rhythms (Archives)",164,Coldplay,1,K-pop,15.35,261,Premium,Medium
355,"Broken Rooms (Tales)",165,"Colin Foster",0,Rock,13.60,330,Medium,Medium
356,"Wild Paradise (Archives)",166,"Colleen Clark",0,"Hip Hop",10.61,426,Medium,Medium
357,"Burning Lights",167,"Colleen Taylor DVM",0,Jazz,18.60,260,Premium,Medium
358,"Moonlit Echoes (Redux)",168,"Colton Reid",0,Electronic,18.11,501,Premium,High
359,"Broken Lights (Reprise)",169,"Connie Wilson",0,K-pop,12.45,479,Medium,Medium
360,"Ashen Souls (Vol. I)",170,"Crystal Davis",0,Pop,16.27,450,Premium,Medium
361,"Glass Rooms (Chronicles)",171,"Curtis Anthony",0,"Hip Hop",13.94,290,Medium,Medium
362,"Silent Serenade (Reprise)",172,"Cynthia Howard",0,Electronic,16.17,473,Premium,Medium
363,"Crimson Whispers (Verse)",173,"Cynthia Murillo",0,Jazz,16.95,447,Premium,Medium
364,"Electric Rooms",174,"Cynthia Payne",0,Reggae,19.78,361,Premium,Medium
365,"Hidden Visions (Memoirs)",175,"Cynthia Porter",0,Classical,17.34,213,Premium,Medium
366,"Velvet Whispers (Anthology)",176,"Cynthia Webb",0,Pop,6.67,480,Low,Medium
367,"Whisper Echoes (Reprise)",177,"Daddy Yankee",1,K-pop,8.30,268,Medium,Medium
368,"Shattered Echoes (Vol. I)",178,"Dalton Zamora",0,K-pop,15.03,194,Premium,Low
369,"Infinite Paradise (Sessions)",179,"Dana Carter",0,Pop,9.11,373,Medium,Medium
370,"Silent Shadows (Memoirs)",180,"Dana Flores",0,"Hip Hop",9.31,268,Medium,Medium
371,"Hidden Shadows (Memoirs)",181,"Dana White",0,Reggae,19.27,163,Premium,Low
372,"Electric Whispers (Chronicles)",182,"Daniel Chang",0,Blues,10.31,420,Medium,Medium
373,"Blazing Echoes (Blueprint)",183,"Daniel Fowler",0,Blues,15.30,354,Premium,Medium
374,"Ocean Temples (Reprise)",184,"Daniel Griffin",0,"Hip Hop",18.02,327,Premium,Medium
375,"Silent Signals (Chronicles)",185,"Daniel Hensley",0,Pop,17.30,304,Premium,Medium
376,"Echo Waves (Anthology)",186,"Daniel Ingram",0,Rock,16.40,489,Premium,Medium
377,"Blazing Voices (Edition)",187,"Daniel Jackson",0,Rock,8.56,345,Medium,Medium
378,"Whisper Tides (Chronicles)",188,"Daniel Johnson",0,Blues,11.62,445,Medium,Medium
379,"Ashen Paradise",189,"Daniel King",0,"Hip Hop",17.42,322,Premium,Medium
380,"Moonlit Signals (Memoirs)",190,"Daniel Oliver",0,K-pop,10.07,252,Medium,Medium
381,"Blazing Rooms (Chronicles)",191,"Daniel Potter",0,K-pop,7.90,488,Low,Medium
382,"Paper Serenade (Vol. II)",192,"Daniel Valencia",0,Country,10.27,220,Medium,Medium
383,"Infinite Confessions (Tales)",193,"Daniel Wagner",0,Country,16.54,196,Premium,Low
384,"Hidden Confessions (Sessions)",194,"Danielle Nelson",0,K-pop,13.69,157,Medium,Low
385,"Neon Tides (Diaries)",195,"Danielle Richardson",0,Country,11.31,467,Medium,Medium
386,"Storm Desire (Diaries)",196,"Danielle Steele",0,K-pop,7.61,267,Low,Medium
387,"Echo Serenade (Chronicles)",197,"Danny Leonard",0,Jazz,9.70,298,Medium,Medium
388,"Golden Letters (Edition)",198,"David Atkins",0,Classical,9.56,512,Medium,High
389,"Glass Reflections (Edition)",199,"David Brown",0,Jazz,19.42,284,Premium,Medium
390,"Golden Souls (Sessions)",200,"David Campbell",0,Rock,7.83,355,Low,Medium
391,"Echo Shadows (Vol. II)",201,"David Esparza",0,"Hip Hop",13.79,247,Medium,Medium
392,"Distant Roses",202,"David King",0,Rock,15.50,519,Premium,High
393,"Paper Roses (Archives)",203,"David Lee",0,Rock,8.07,433,Medium,Medium
394,"Whisper Waves (Diaries)",204,"David Moreno",0,Rock,6.92,358,Low,Medium
395,"Velvet Waves (Edition)",205,"David Nelson",0,Rock,9.66,514,Medium,High
396,"Burning Visions (Archives)",206,"David Parker",0,Country,12.59,269,Medium,Medium
397,"Golden Roses (Verse)",207,"David Phillips",0,Pop,16.52,385,Premium,Medium
398,"Crimson Serenade (Verse)",208,"David Reed",0,Jazz,17.13,290,Premium,Medium
399,"Burning Dreams (Verse)",209,"David Velazquez",0,Reggae,18.07,404,Premium,Medium
400,"Blazing Rooms (Tales)",210,"David Warner",0,Blues,7.83,473,Low,Medium
401,"Obsidian Reflections (Diaries)",211,"Dawn Carey",0,Country,7.72,374,Low,Medium
402,"Electric Echoes",212,"Dawn Patel",0,K-pop,6.71,471,Low,Medium
403,"Broken Rhythms (Diaries)",213,"Dawn Young",0,Reggae,14.73,357,Premium,Medium
404,"Sapphire Tides (Tales)",214,"Deanna Miller",0,"Hip Hop",6.38,456,Low,Medium
405,"Radiant Reflections (Verse)",215,"Debbie Lopez PhD",0,Classical,15.46,428,Premium,Medium
406,"Blazing Echoes (Diaries)",216,"Deborah Fleming",0,Pop,12.21,345,Medium,Medium
407,"Lunar Souls (Verse)",217,"Debra Best",0,Blues,13.71,423,Medium,Medium
408,"Storm Hearts (Saga)",218,"Debra Brown",0,Rock,7.86,203,Low,Medium
409,"Sacred Signals (Saga)",219,"Debra Cervantes",0,Classical,15.71,233,Premium,Medium
410,"Distant Reflections (Anthology)",220,"Denise Evans",0,"Hip Hop",13.81,278,Medium,Medium
411,"Electric Whispers (Vol. I)",221,"Denise Hunt",0,Jazz,9.45,252,Medium,Medium
412,"Moonlit Stories (Verse)",222,"Denise Phillips",0,Country,9.11,266,Medium,Medium
413,"Ashen Temples (Diaries)",223,"Denise Walker",0,Country,13.65,267,Medium,Medium
414,"Ashen Confessions (Tales)",224,"Dennis Smith",0,Jazz,14.82,343,Premium,Medium
415,"Silent Rooms (Reprise)",225,"Dennis Tran",0,Country,10.96,440,Medium,Medium
416,"Shattered Dreams (Chronicles)",226,"Dennis Williams",0,Blues,8.62,282,Medium,Medium
417,"Burning Voices",227,"Derek Brown",0,Reggae,9.26,272,Medium,Medium
418,"Frost Horizons (Blueprint)",228,"Derek Gates",0,"Hip Hop",18.51,228,Premium,Medium
419,"Blazing Dreams (Redux)",229,"Derek Williams",0,Electronic,17.79,216,Premium,Medium
420,"Wild Hearts (Chronicles)",230,"Derrick Smith",0,Rock,6.05,181,Low,Low
421,"Ocean Horizons (Blueprint)",231,"Desiree Moody",0,Reggae,7.99,364,Low,Medium
422,"Whisper Stories (Reprise)",232,"Diana Myers",0,Classical,11.11,201,Medium,Medium
423,"Velvet Tides (Diaries)",233,"Diane Pierce",0,"Hip Hop",9.86,242,Medium,Medium
424,"Midnight Shadows (Archives)",234,"Diane Stanley",0,Country,15.05,411,Premium,Medium
425,"Frost Serenade (Anthology)",235,"Dillon Smith",0,Blues,14.35,369,Premium,Medium
426,"Moonlit Voices (Reprise)",237,"Donald Bush",0,Blues,8.50,529,Medium,High
427,"Broken Desire (Edition)",238,"Donald Rosales",0,Country,18.47,311,Premium,Medium
428,"Radiant Signals (Memoirs)",239,"Donna Gonzalez",0,Classical,11.16,342,Medium,Medium
429,"Electric Signals",240,"Donna Kelly",0,Rock,9.99,485,Medium,Medium
430,"Ashen Letters (Diaries)",241,"Donna Thomas",0,Pop,18.94,470,Premium,Medium
431,"Paper Stories (Archives)",242,"Douglas Lucas",0,Blues,13.09,353,Medium,Medium
432,"Neon Shadows (Memoirs)",243,"Douglas Luna",0,K-pop,7.74,331,Low,Medium
433,"Infinite Echoes (Chronicles)",244,"Douglas Morris",0,Reggae,15.03,178,Premium,Low
434,"Burning Paths (Soundtrack)",245,"Dr. Briana Kim",0,Jazz,11.53,317,Medium,Medium
435,"Fading Rooms (Verse)",246,"Dr. Christina Collins",0,Classical,7.25,307,Low,Medium
436,"Infinite Waves (Chronicles)",247,"Dr. Jessica Thompson",0,"Hip Hop",19.33,198,Premium,Low
437,"Echo Paradise (Edition)",248,"Dr. John Roth",0,Blues,6.26,501,Low,High
438,"Shattered Signals (Vol. I)",249,"Dr. Kara Hanson",0,Reggae,12.60,184,Medium,Low
439,"Obsidian Stories",250,"Dr. Kelly Wheeler",0,Pop,18.73,476,Premium,Medium
440,"Wild Letters (Redux)",251,"Dr. Linda Valenzuela",0,"Hip Hop",13.88,360,Medium,Medium
441,"Echo Voices (Soundtrack)",252,"Dr. Nancy Thomas DVM",0,Reggae,15.36,271,Premium,Medium
442,"Broken Voices (Soundtrack)",253,"Dr. Nicole Moore",0,K-pop,11.99,190,Medium,Low
443,"Ashen Rhythms (Archives)",255,"Dustin Cox",0,Blues,16.71,510,Premium,High
444,"Fading Rhythms (Redux)",256,"Dustin Hall",0,Blues,11.13,281,Medium,Medium
445,"Velvet Horizons (Sessions)",257,"Dustin Myers",0,Pop,16.22,339,Premium,Medium
446,"Obsidian Shadows (Verse)",258,"Dustin Wilson",0,"Hip Hop",16.78,355,Premium,Medium
447,"Frost Hearts (Archives)",259,"Earl Johnson",0,Pop,9.50,346,Medium,Medium
448,"Distant Waves (Anthology)",261,"Eddie Riley",0,"Hip Hop",14.74,486,Premium,Medium
449,"Ashen Hearts (Blueprint)",262,"Edward Kim",0,"Hip Hop",16.86,343,Premium,Medium
450,"Obsidian Visions (Sessions)",263,"Edward Lopez",0,Blues,8.21,242,Medium,Medium
451,"Velvet Visions (Tales)",264,"Edward Moore",0,Country,6.85,332,Low,Medium
452,"Frost Visions (Vol. II)",265,"Edward Morales",0,Blues,15.75,352,Premium,Medium
453,"Infinite Serenade (Diaries)",266,"Elaine Guerra",0,Reggae,17.88,308,Premium,Medium
454,"Radiant Reflections (Diaries)",267,"Elijah Coleman",0,Classical,8.80,433,Medium,Medium
455,"Moonlit Roses (Blueprint)",268,"Elizabeth Barber",0,Jazz,16.64,376,Premium,Medium
456,"Paper Temples (Saga)",269,"Elizabeth Cox",0,Blues,19.78,286,Premium,Medium
457,"Lunar Signals (Redux)",270,"Elizabeth James",0,"Hip Hop",9.77,251,Medium,Medium
458,"Shattered Letters (Soundtrack)",271,"Elizabeth Keller",0,Rock,13.79,343,Medium,Medium
459,"Distant Rooms (Blueprint)",272,"Elizabeth Lawson",0,Electronic,18.23,380,Premium,Medium
460,"Midnight Temples (Blueprint)",273,"Elizabeth Lewis",0,Classical,9.46,208,Medium,Medium
461,"Distant Roses (Vol. I)",274,"Elizabeth Perez",0,Country,12.78,289,Medium,Medium
462,"Silent Reflections (Archives)",275,"Elizabeth Rogers",0,"Hip Hop",15.62,317,Premium,Medium
463,"Moonlit Horizons (Tales)",277,"Emily Evans",0,Blues,10.02,493,Medium,Medium
464,"Moonlit Paradise (Memoirs)",278,"Emily Garcia",0,Classical,17.45,181,Premium,Low
465,"Electric Voices (Reprise)",279,"Emily Gomez",0,Country,15.38,223,Premium,Medium
466,"Neon Souls (Anthology)",280,"Emily Yates",0,Jazz,17.32,456,Premium,Medium
467,"Silent Temples (Tales)",281,Eminem,1,Country,13.32,308,Medium,Medium
468,"Whisper Tides",282,"Emma Ryan",0,Pop,19.13,302,Premium,Medium
469,"Radiant Voices (Soundtrack)",283,"Eric Anderson",0,Pop,6.44,247,Low,Medium
470,"Neon Paths",284,"Eric Arellano",0,Rock,10.80,391,Medium,Medium
471,"Glass Waves (Saga)",285,"Eric Richardson",0,Blues,17.99,404,Premium,Medium
472,"Moonlit Tides (Verse)",286,"Erica Calderon",0,Rock,14.37,388,Premium,Medium
473,"Radiant Lights (Reprise)",287,"Erica Gallagher",0,Country,17.92,255,Premium,Medium
474,"Frost Souls (Sessions)",288,"Erika Tapia",0,Classical,15.42,376,Premium,Medium
475,"Silent Serenade (Memoirs)",289,"Erin Kramer",0,Jazz,17.45,172,Premium,Low
476,"Sapphire Paradise (Verse)",290,"Erin Marsh",0,Classical,11.67,301,Medium,Medium
477,"Ocean Echoes (Edition)",291,"Erin Navarro",0,Rock,18.69,494,Premium,Medium
478,"Sapphire Rhythms (Saga)",292,"Erin Sellers",0,Rock,7.77,432,Low,Medium
479,"Hidden Reflections (Blueprint)",293,"Erin Thompson",0,Country,6.01,510,Low,High
480,"Distant Dreams (Redux)",294,"Ethan James",0,Classical,19.48,361,Premium,Medium
481,"Glass Rhythms (Archives)",295,"Eugene Allen",0,Rock,14.77,468,Premium,Medium
482,"Midnight Paths (Archives)",296,"Evan Martin",0,Jazz,8.04,291,Medium,Medium
483,"Lunar Echoes (Sessions)",297,"Faith Matthews",0,Jazz,14.20,436,Premium,Medium
484,"Lunar Shadows (Diaries)",298,"Felicia Hill",0,Rock,15.39,235,Premium,Medium
485,"Electric Paths (Anthology)",299,"Felicia Lamb",0,Rock,17.37,193,Premium,Low
486,"Crimson Signals (Verse)",300,"Frank Allen",0,Pop,13.55,143,Medium,Low
487,"Ashen Temples (Soundtrack)",301,"Frank Hanna",0,Blues,11.16,377,Medium,Medium
488,"Distant Letters (Edition)",302,"Frank King",0,K-pop,12.45,273,Medium,Medium
489,"Burning Rooms",303,"Frank Morton",0,Blues,9.58,461,Medium,Medium
490,"Hidden Whispers (Redux)",304,"Frank Thompson",0,Pop,12.15,402,Medium,Medium
491,"Broken Roses (Reprise)",305,"Frederick Fox",0,"Hip Hop",17.76,486,Premium,Medium
492,"Shattered Paths (Diaries)",306,"Gabriel Weber",0,Country,6.74,435,Low,Medium
493,"Silent Tides (Vol. II)",307,"Gabriella Little",0,K-pop,6.08,171,Low,Low
494,"Crimson Waves (Reprise)",308,"Gary Clark",0,Jazz,19.46,191,Premium,Low
495,"Paper Souls (Chronicles)",309,"Gary Hernandez",0,Classical,6.54,323,Low,Medium
496,"Storm Paths (Reprise)",310,"Gary Martin",0,"Hip Hop",14.97,489,Premium,Medium
497,"Neon Horizons (Vol. II)",311,"Gerald Hunt",0,Pop,7.41,496,Low,Medium
498,"Infinite Signals (Chronicles)",312,"Gina Robertson",0,Classical,9.92,422,Medium,Medium
499,"Sacred Paradise (Saga)",313,"Gina Smith",0,Blues,14.71,314,Premium,Medium
500,"Sacred Lights (Verse)",314,"Gloria Edwards",0,Rock,13.29,285,Medium,Medium
501,"Shattered Voices (Vol. I)",315,"Gloria Mann",0,"Hip Hop",9.99,177,Medium,Low
502,"Golden Reflections (Archives)",316,"Grace Gregory",0,Blues,14.21,385,Premium,Medium
503,"Sacred Dreams (Sessions)",317,"Green Day",1,Electronic,15.42,522,Premium,High
504,"Sacred Horizons (Sessions)",318,"Gregory Harris",0,"Hip Hop",16.55,213,Premium,Medium
505,"Hidden Letters (Sessions)",319,"Guy Brown",0,Jazz,17.18,396,Premium,Medium
506,"Glass Signals",320,"Hailey Bell",0,Classical,19.09,343,Premium,Medium
507,"Neon Confessions (Memoirs)",321,"Hannah Jennings",0,Rock,7.86,325,Low,Medium
508,"Fading Rooms (Anthology)",322,"Hannah Johnson",0,Electronic,13.98,475,Medium,Medium
509,"Neon Rooms (Chronicles)",323,"Hannah Marsh",0,Rock,19.18,443,Premium,Medium
510,"Obsidian Stories (Edition)",324,"Hannah Miller",0,Blues,19.62,450,Premium,Medium
511,"Paper Reflections (Verse)",325,"Hannah Phillips",0,Rock,9.29,308,Medium,Medium
512,"Fading Horizons",326,"Hannah Proctor",0,Electronic,7.81,449,Low,Medium
513,"Radiant Shadows (Soundtrack)",327,"Harry Hensley",0,Classical,11.78,220,Medium,Medium
514,"Glass Shadows (Redux)",329,"Hayley Flores",0,Pop,9.15,231,Medium,Medium
515,"Broken Rooms (Soundtrack)",330,"Heather Fowler",0,Jazz,14.73,368,Premium,Medium
516,"Midnight Waves (Archives)",331,"Heather Martinez",0,"Hip Hop",19.04,297,Premium,Medium
517,"Hidden Visions (Vol. II)",332,"Heather Nelson",0,K-pop,10.63,491,Medium,Medium
518,"Electric Rooms (Soundtrack)",333,"Heather Sanchez",0,Reggae,19.13,421,Premium,Medium
519,"Golden Lights (Anthology)",334,"Heather Solis",0,Country,14.80,379,Premium,Medium
520,"Shattered Lights (Reprise)",335,"Holly French",0,Country,14.48,420,Premium,Medium
521,"Blazing Confessions (Verse)",336,"Holly Lamb",0,K-pop,16.08,446,Premium,Medium
522,"Whisper Paradise (Anthology)",337,"Holly Scott",0,Country,11.51,360,Medium,Medium
523,"Burning Desire (Diaries)",338,"Holly Wagner",0,Reggae,10.33,206,Medium,Medium
524,"Obsidian Lights (Verse)",339,"Ian Collins",0,"Hip Hop",18.28,237,Premium,Medium
525,"Fading Hearts",340,"Ian Floyd",0,K-pop,16.59,334,Premium,Medium
526,"Sapphire Horizons (Chronicles)",342,"Isaac West",0,Country,16.68,315,Premium,Medium
527,"Broken Stories (Soundtrack)",344,"Jack Robinson",0,Jazz,10.81,304,Medium,Medium
528,"Glass Reflections (Saga)",345,"Jaclyn Buckley",0,"Hip Hop",16.04,262,Premium,Medium
529,"Neon Paradise (Edition)",346,"Jacob Bailey",0,Blues,7.41,164,Low,Low
530,"Frost Dreams (Soundtrack)",347,"Jacob Morgan",0,Pop,14.92,485,Premium,Medium
531,"Midnight Stories (Vol. I)",348,"Jacob Parrish",0,Classical,16.88,357,Premium,Medium
532,"Burning Rhythms (Soundtrack)",349,"Jacqueline Allen",0,"Hip Hop",14.72,497,Premium,Medium
533,"Neon Rooms (Redux)",350,"Jacqueline Levy",0,"Hip Hop",9.85,483,Medium,Medium
534,"Silent Desire (Soundtrack)",351,"Jacqueline Stokes",0,Reggae,12.68,271,Medium,Medium
535,"Crimson Lights (Blueprint)",352,"Jaime White",0,Pop,17.25,441,Premium,Medium
536,"Golden Souls (Saga)",353,"James Barber",0,K-pop,11.05,357,Medium,Medium
537,"Wild Hearts (Edition)",354,"James Berger",0,Country,17.68,226,Premium,Medium
538,"Golden Rhythms (Tales)",355,"James Brown",0,Reggae,17.57,472,Premium,Medium
539,"Whisper Horizons (Saga)",356,"James Garrett",0,Reggae,14.97,455,Premium,Medium
540,"Obsidian Paths (Anthology)",357,"James Rodriguez",0,Pop,14.27,459,Premium,Medium
541,"Fading Roses (Diaries)",358,"James Ruiz",0,Reggae,9.00,300,Medium,Medium
542,"Sapphire Rhythms (Diaries)",359,"James Salazar",0,"Hip Hop",8.20,169,Medium,Low
543,"Wild Whispers (Tales)",360,"James Small",0,Country,12.46,239,Medium,Medium
544,"Midnight Dreams (Vol. I)",361,"James Watson",0,Pop,11.78,281,Medium,Medium
545,"Radiant Rhythms (Soundtrack)",362,"Jane Rogers",0,Rock,10.07,295,Medium,Medium
546,"Storm Roses (Memoirs)",363,"Jared Castro",0,Country,14.25,275,Premium,Medium
547,"Shattered Horizons (Redux)",364,"Jared Chandler",0,K-pop,10.54,396,Medium,Medium
548,"Moonlit Shadows",365,"Jared May",0,K-pop,15.84,161,Premium,Low
549,"Neon Paths (Tales)",366,"Jasmin Bryant",0,Reggae,7.33,261,Low,Medium
550,"Fading Lights (Redux)",367,"Jasmine Clayton",0,Blues,14.81,265,Premium,Medium
551,"Sapphire Whispers (Redux)",368,"Jasmine Garcia",0,Electronic,7.00,413,Low,Medium
552,"Echo Rhythms (Vol. I)",369,"Jason Gregory",0,Classical,9.09,165,Medium,Low
553,"Neon Rooms (Edition)",370,"Jason Kim",0,Electronic,18.31,320,Premium,Medium
554,"Storm Desire (Archives)",371,"Jason Mason",0,Country,11.82,482,Medium,Medium
555,"Echo Stories (Archives)",372,"Jason Miller",0,K-pop,13.40,341,Medium,Medium
556,"Ashen Voices (Blueprint)",373,"Jason Robinson MD",0,Rock,16.86,507,Premium,High
557,"Broken Letters (Reprise)",374,"Jason Scott",0,Jazz,6.36,512,Low,High
558,"Velvet Signals (Sessions)",375,"Jason Smith",0,Pop,13.51,327,Medium,Medium
559,"Obsidian Tides (Soundtrack)",376,"Jay Dominguez",0,Classical,19.23,512,Premium,High
560,"Lunar Tides (Blueprint)",377,"Jay Miller",0,"Hip Hop",8.93,273,Medium,Medium
561,"Ashen Lights (Reprise)",378,"Jeanne Gonzalez",0,K-pop,8.12,276,Medium,Medium
562,"Ocean Echoes (Blueprint)",379,"Jeff Smith",0,Pop,10.16,507,Medium,High
563,"Glass Echoes (Edition)",380,"Jeffery Delgado",0,Blues,8.54,537,Medium,High
564,"Neon Whispers (Anthology)",381,"Jeffery Douglas",0,K-pop,17.33,429,Premium,Medium
565,"Moonlit Stories (Sessions)",382,"Jeffrey Booker",0,Reggae,17.94,318,Premium,Medium
566,"Neon Rooms",383,"Jeffrey Boyd",0,Rock,14.34,198,Premium,Low
567,"Sacred Hearts (Memoirs)",384,"Jeffrey Brown",0,K-pop,11.30,159,Medium,Low
568,"Broken Whispers (Chronicles)",385,"Jeffrey Cole",0,Blues,7.49,403,Low,Medium
569,"Ocean Roses (Verse)",386,"Jeffrey Hernandez",0,Electronic,9.08,511,Medium,High
570,"Lunar Paths (Redux)",387,"Jeffrey Herrera",0,"Hip Hop",9.14,332,Medium,Medium
571,"Hidden Letters (Reprise)",388,"Jeffrey King",0,Jazz,15.33,440,Premium,Medium
572,"Neon Shadows (Tales)",389,"Jeffrey Sanchez",0,Reggae,10.70,204,Medium,Medium
573,"Whisper Serenade (Sessions)",390,"Jeffrey Wilson",0,"Hip Hop",17.14,397,Premium,Medium
574,"Radiant Lights (Verse)",391,"Jenna Dyer",0,Reggae,12.29,450,Medium,Medium
575,"Sapphire Letters (Sessions)",392,"Jenna Garcia",0,Pop,7.80,476,Low,Medium
576,"Wild Tides (Blueprint)",393,"Jennifer Bowen",0,"Hip Hop",9.71,287,Medium,Medium
577,"Ashen Tides (Verse)",394,"Jennifer Davis",0,Classical,7.40,238,Low,Medium
578,"Electric Temples",395,"Jennifer Dyer",0,Reggae,10.24,428,Medium,Medium
579,"Blazing Roses (Anthology)",396,"Jennifer Gray",0,Jazz,18.58,375,Premium,Medium
580,"Golden Whispers (Vol. I)",397,"Jennifer Harris",0,K-pop,10.30,496,Medium,Medium
581,"Midnight Hearts (Anthology)",398,"Jennifer Horton",0,Country,18.63,180,Premium,Low
582,"Broken Temples (Archives)",399,"Jennifer Jensen",0,K-pop,8.72,296,Medium,Medium
583,"Moonlit Roses (Chronicles)",400,"Jennifer Johnson",0,"Hip Hop",13.19,489,Medium,Medium
584,"Neon Stories (Vol. II)",401,"Jennifer Lin",0,Reggae,11.28,205,Medium,Medium
585,"Sacred Lights (Saga)",402,"Jennifer Mckenzie",0,Country,17.39,333,Premium,Medium
586,"Midnight Signals (Reprise)",403,"Jennifer Miller",0,K-pop,19.61,294,Premium,Medium
587,"Crimson Stories (Saga)",404,"Jennifer Patrick",0,Electronic,8.12,296,Medium,Medium
588,"Distant Signals (Saga)",405,"Jennifer Robinson",0,K-pop,6.19,513,Low,High
589,"Hidden Echoes (Reprise)",406,"Jennifer Smith",0,K-pop,16.13,537,Premium,High
590,"Obsidian Whispers (Vol. II)",407,"Jennifer White",0,Country,15.13,219,Premium,Medium
591,"Crimson Reflections",408,"Jenny Fowler",0,Reggae,14.48,360,Premium,Medium
592,"Crimson Rooms (Memoirs)",409,"Jenny Hall",0,Reggae,6.41,421,Low,Medium
593,"Shattered Shadows",410,"Jenny Russell",0,Jazz,9.41,447,Medium,Medium
594,"Radiant Stories (Chronicles)",411,"Jenny Ryan",0,Reggae,12.86,321,Medium,Medium
595,"Ocean Desire (Reprise)",412,"Jeremy Hines",0,Electronic,13.54,457,Medium,Medium
596,"Lunar Letters (Chronicles)",413,"Jeremy Manning",0,K-pop,7.28,381,Low,Medium
597,"Broken Serenade (Vol. II)",414,"Jeremy Sosa",0,K-pop,5.99,415,Low,Medium
598,"Blazing Signals (Anthology)",415,"Jeremy Thomas",0,K-pop,6.80,387,Low,Medium
599,"Distant Souls (Diaries)",416,"Jeremy Wiley",0,Electronic,10.36,389,Medium,Medium
600,"Midnight Rhythms (Tales)",417,"Jermaine Parks",0,K-pop,13.13,277,Medium,Medium
601,"Wild Letters (Edition)",418,"Jerry Burch",0,"Hip Hop",19.22,431,Premium,Medium
602,"Midnight Temples (Chronicles)",419,"Jerry Fitzpatrick",0,Classical,9.11,398,Medium,Medium
603,"Silent Waves (Redux)",420,"Jesse Guzman",0,K-pop,7.75,306,Low,Medium
604,"Wild Reflections (Soundtrack)",421,"Jesse Jimenez",0,Rock,6.66,444,Low,Medium
605,"Ashen Rhythms (Anthology)",422,"Jesse Mcpherson",0,Electronic,11.20,464,Medium,Medium
606,"Distant Serenade (Vol. I)",423,"Jessica Brown",0,Country,10.31,308,Medium,Medium
607,"Blazing Whispers",424,"Jessica Crawford",0,Pop,18.44,373,Premium,Medium
608,"Paper Paradise",425,"Jessica Fields",0,Blues,16.87,297,Premium,Medium
609,"Fading Stories",426,"Jessica Gonzales",0,K-pop,17.77,489,Premium,Medium
610,"Paper Serenade (Saga)",427,"Jessica Henderson",0,Blues,8.01,315,Medium,Medium
